DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,IF_DELAY
2.0,1188,0.0,0
-4.0,1061,-15.0,0
-3.0,1345,2.0,0
-1.0,1119,-12.0,0
-5.0,605,-6.0,0
-6.0,1197,7.0,0
-5.0,867,-1.0,0
-11.0,972,-16.0,0
9.0,1693,-27.0,0
-2.0,684,-13.0,0
8.0,226,2.0,0
54.0,1587,41.0,1
74.0,2153,71.0,1
-3.0,425,-15.0,0
-3.0,356,-29.0,0
-2.0,946,-27.0,0
-3.0,1747,-18.0,0
-7.0,643,-9.0,0
-2.0,912,-17.0,0
164.0,419,133.0,1
-10.0,388,-14.0,0
-13.0,851,-12.0,0
-3.0,280,-8.0,0
40.0,501,33.0,1
-3.0,1235,-13.0,0
0.0,451,11.0,1
0.0,67,-4.0,0
-1.0,266,3.0,0
5.0,737,14.0,1
-3.0,1023,-26.0,0
-8.0,190,-13.0,0
11.0,1076,12.0,1
-4.0,1931,-8.0,0
-8.0,201,-10.0,0
-3.0,524,0.0,0
-1.0,1069,-27.0,0
-6.0,216,0.0,0
16.0,1075,16.0,1
82.0,67,80.0,1
-1.0,1235,-21.0,0
-6.0,1846,-13.0,0
0.0,1744,0.0,0
-5.0,1797,-19.0,0
0.0,1381,0.0,0
-4.0,1072,-12.0,0
-4.0,669,-6.0,0
0.0,1204,-25.0,0
1.0,1136,-3.0,0
14.0,414,7.0,0
-3.0,763,-15.0,0
0.0,1635,-27.0,0
-4.0,1788,-12.0,0
-6.0,2586,-14.0,0
39.0,1303,17.0,1
-5.0,247,-18.0,0
-6.0,921,1.0,0
9.0,946,-2.0,0
-4.0,1085,9.0,0
9.0,192,-3.0,0
0.0,1471,0.0,0
-3.0,1235,-14.0,0
10.0,909,-11.0,0
8.0,679,26.0,1
-8.0,2607,-18.0,0
19.0,2349,29.0,1
-5.0,1173,-23.0,0
-3.0,859,-25.0,0
-3.0,680,-24.0,0
-1.0,1590,-6.0,0
-1.0,773,-26.0,0
-6.0,630,-24.0,0
-7.0,642,-23.0,0
8.0,622,-12.0,0
-10.0,1075,-30.0,0
-2.0,986,-13.0,0
-9.0,552,-25.0,0
-9.0,977,-5.0,0
12.0,854,4.0,0
-1.0,717,16.0,1
26.0,86,21.0,1
-7.0,475,-8.0,0
-8.0,563,-15.0,0
-9.0,216,-6.0,0
-7.0,628,-13.0,0
-4.0,234,8.0,0
12.0,1400,4.0,0
3.0,2398,-13.0,0
-1.0,406,-9.0,0
40.0,1956,5.0,0
13.0,1190,-3.0,0
-4.0,599,-11.0,0
5.0,1671,-4.0,0
-7.0,1224,-15.0,0
-3.0,581,-11.0,0
-4.0,721,-6.0,0
0.0,966,-16.0,0
-1.0,667,-8.0,0
-4.0,666,-12.0,0
2.0,1065,-29.0,0
0.0,1670,-4.0,0
-5.0,1671,12.0,1
0.0,1829,-2.0,0
14.0,569,17.0,1
11.0,1126,22.0,1
-8.0,2158,-7.0,0
2.0,224,0.0,0
-1.0,631,10.0,1
-1.0,550,-25.0,0
-2.0,867,14.0,1
0.0,1107,6.0,0
6.0,1165,-13.0,0
5.0,1487,9.0,0
-3.0,689,-24.0,0
-2.0,859,-1.0,0
29.0,835,62.0,1
-1.0,485,-13.0,0
-2.0,932,-9.0,0
-4.0,147,-27.0,0
-7.0,294,-18.0,0
4.0,986,-4.0,0
-6.0,1744,-12.0,0
15.0,590,23.0,1
-2.0,114,16.0,1
-5.0,1214,-4.0,0
-12.0,639,15.0,1
0.0,895,-10.0,0
6.0,102,11.0,1
2.0,1400,-28.0,0
0.0,854,-12.0,0
-7.0,376,-13.0,0
-8.0,488,-8.0,0
-5.0,1005,5.0,0
-5.0,258,-33.0,0
-1.0,1379,-15.0,0
11.0,1416,9.0,0
12.0,2139,9.0,0
-4.0,944,2.0,0
-7.0,1010,-9.0,0
7.0,1404,7.0,0
-3.0,1773,25.0,1
-4.0,449,-7.0,0
-2.0,1773,-19.0,0
-2.0,2475,-38.0,0
-8.0,223,-14.0,0
2.0,2026,-3.0,0
-2.0,1046,-3.0,0
-3.0,862,-18.0,0
-1.0,678,-12.0,0
2.0,1262,1.0,0
-3.0,1276,-20.0,0
-2.0,1192,-1.0,0
-7.0,337,5.0,0
4.0,187,-1.0,0
-1.0,1389,-4.0,0
-5.0,258,-15.0,0
33.0,460,33.0,1
1.0,1035,-12.0,0
-6.0,192,-9.0,0
-4.0,1237,-25.0,0
13.0,1237,22.0,1
-8.0,1608,-14.0,0
-1.0,1069,-6.0,0
-3.0,306,-15.0,0
-3.0,726,8.0,0
-4.0,1947,-19.0,0
-9.0,271,-23.0,0
-2.0,1749,-17.0,0
-1.0,907,-32.0,0
-1.0,594,-8.0,0
-2.0,321,-20.0,0
-3.0,986,-25.0,0
-8.0,1865,-22.0,0
-1.0,259,-10.0,0
-6.0,1620,-30.0,0
-4.0,1102,-16.0,0
-2.0,738,13.0,1
-1.0,458,10.0,1
-7.0,192,-10.0,0
-6.0,632,-5.0,0
65.0,606,61.0,1
-9.0,163,-14.0,0
44.0,438,35.0,1
-3.0,685,0.0,0
-8.0,135,-26.0,0
100.0,315,67.0,1
5.0,1119,0.0,0
1.0,1127,8.0,0
-3.0,852,-12.0,0
9.0,726,11.0,1
0.0,402,2.0,0
1.0,866,-10.0,0
21.0,86,22.0,1
-1.0,1589,-18.0,0
0.0,1464,-2.0,0
-1.0,391,9.0,0
-8.0,358,-7.0,0
-7.0,1035,-27.0,0
-9.0,879,-12.0,0
0.0,1735,-8.0,0
0.0,1754,4.0,0
-3.0,1703,14.0,1
12.0,925,14.0,1
-3.0,1182,-4.0,0
-3.0,296,-5.0,0
-6.0,1709,5.0,0
-1.0,2125,-11.0,0
-6.0,204,-17.0,0
-11.0,511,-28.0,0
-10.0,1013,-26.0,0
-4.0,895,-18.0,0
-4.0,591,-18.0,0
0.0,528,-3.0,0
-3.0,711,-7.0,0
-7.0,971,-26.0,0
-1.0,967,-14.0,0
-2.0,689,0.0,0
-9.0,616,-14.0,0
-1.0,1050,-18.0,0
-4.0,386,-9.0,0
1.0,507,0.0,0
-4.0,1020,-12.0,0
-9.0,2288,-27.0,0
-2.0,985,-8.0,0
-9.0,236,6.0,0
-7.0,1471,-23.0,0
-7.0,1102,-18.0,0
-3.0,989,1.0,0
12.0,680,4.0,0
-12.0,571,30.0,1
2.0,1024,24.0,1
-16.0,814,-11.0,0
1.0,1121,-13.0,0
9.0,1426,-4.0,0
1.0,590,0.0,0
5.0,1017,-3.0,0
-2.0,1127,-39.0,0
130.0,190,125.0,1
5.0,844,-17.0,0
-5.0,373,8.0,0
-6.0,100,5.0,0
3.0,1065,0.0,0
-6.0,1197,-22.0,0
-6.0,1091,-5.0,0
-3.0,719,-23.0,0
-5.0,991,-18.0,0
5.0,1180,-6.0,0
-4.0,516,-34.0,0
3.0,1067,-2.0,0
-1.0,1069,-1.0,0
-3.0,1246,-1.0,0
-4.0,973,-10.0,0
0.0,882,-10.0,0
-1.0,1020,-8.0,0
-3.0,647,23.0,1
-1.0,406,17.0,1
-4.0,237,-13.0,0
-8.0,370,-20.0,0
-6.0,460,1.0,0
-4.0,1438,2.0,0
0.0,641,0.0,0
-4.0,646,12.0,1
4.0,427,-8.0,0
-3.0,1046,-7.0,0
-5.0,228,-18.0,0
-2.0,1416,-14.0,0
171.0,2139,170.0,1
-4.0,1310,-7.0,0
10.0,577,-10.0,0
-2.0,1041,-10.0,0
-4.0,1024,-21.0,0
11.0,532,3.0,0
-7.0,522,-40.0,0
-3.0,491,15.0,1
17.0,693,16.0,1
-12.0,266,-23.0,0
-1.0,581,9.0,0
3.0,1384,-7.0,0
6.0,2007,-2.0,0
41.0,1195,27.0,1
96.0,109,101.0,1
-3.0,589,7.0,0
-5.0,1013,-12.0,0
-4.0,403,-18.0,0
16.0,964,17.0,1
28.0,965,23.0,1
13.0,775,-2.0,0
-4.0,763,-9.0,0
-5.0,299,3.0,0
0.0,1325,9.0,0
-3.0,2419,-14.0,0
8.0,328,11.0,1
-4.0,575,-8.0,0
18.0,1430,-7.0,0
-5.0,1587,-11.0,0
-6.0,2253,-30.0,0
0.0,1620,-4.0,0
-1.0,361,-20.0,0
2.0,721,-8.0,0
-2.0,1108,-9.0,0
0.0,1067,-13.0,0
-1.0,879,1.0,0
-2.0,895,-8.0,0
-2.0,1500,-21.0,0
48.0,1910,35.0,1
6.0,391,-5.0,0
-3.0,251,-16.0,0
0.0,545,-4.0,0
-1.0,1085,-12.0,0
-5.0,1737,6.0,0
-1.0,761,9.0,0
15.0,1660,-18.0,0
2.0,1012,6.0,0
-4.0,986,-16.0,0
-6.0,1119,4.0,0
-8.0,978,-9.0,0
-10.0,1189,-27.0,0
-7.0,636,-12.0,0
-5.0,874,-21.0,0
-5.0,270,-20.0,0
-2.0,746,-19.0,0
0.0,2182,-6.0,0
-5.0,762,34.0,1
0.0,214,-3.0,0
-3.0,214,-22.0,0
40.0,594,27.0,1
-5.0,1005,-15.0,0
-5.0,581,-7.0,0
-5.0,1481,-15.0,0
-4.0,533,3.0,0
-6.0,900,-3.0,0
-8.0,528,-6.0,0
11.0,566,10.0,1
-3.0,607,10.0,1
-5.0,1476,-14.0,0
-8.0,173,-37.0,0
-2.0,612,4.0,0
11.0,913,19.0,1
1.0,911,-8.0,0
-2.0,1023,1.0,0
2.0,912,9.0,0
-10.0,162,-11.0,0
1.0,854,-5.0,0
-11.0,68,-16.0,0
-7.0,150,-10.0,0
55.0,140,57.0,1
-5.0,236,-16.0,0
19.0,1912,25.0,1
1.0,237,-11.0,0
-5.0,696,-13.0,0
1.0,1460,0.0,0
-5.0,882,-16.0,0
9.0,1558,-1.0,0
2.0,964,-1.0,0
2.0,927,-16.0,0
-3.0,1120,-14.0,0
-7.0,867,-4.0,0
15.0,1431,41.0,1
-10.0,1389,-10.0,0
-6.0,1258,11.0,1
7.0,1192,-11.0,0
-9.0,2537,-29.0,0
12.0,954,-11.0,0
-6.0,937,1.0,0
16.0,599,4.0,0
-4.0,332,-24.0,0
-4.0,427,4.0,0
-7.0,642,25.0,1
-1.0,2355,2.0,0
-5.0,296,-38.0,0
8.0,1310,5.0,0
63.0,1389,67.0,1
-4.0,222,12.0,1
-8.0,461,8.0,0
-2.0,188,-5.0,0
-3.0,236,-5.0,0
-9.0,261,-23.0,0
44.0,937,28.0,1
-1.0,416,-9.0,0
0.0,1182,-21.0,0
13.0,2402,-2.0,0
40.0,1090,21.0,1
-10.0,272,-4.0,0
58.0,223,57.0,1
-1.0,787,-10.0,0
-1.0,842,-4.0,0
-3.0,957,-11.0,0
-2.0,845,2.0,0
-2.0,1524,-20.0,0
0.0,1139,-14.0,0
-1.0,883,-6.0,0
-1.0,1605,-31.0,0
18.0,1546,8.0,0
15.0,967,-9.0,0
46.0,1464,49.0,1
15.0,2446,-24.0,0
-1.0,985,4.0,0
-4.0,1372,6.0,0
-2.0,718,-17.0,0
-13.0,667,-26.0,0
-2.0,2342,-3.0,0
-2.0,1156,-14.0,0
-3.0,1598,3.0,0
7.0,374,8.0,0
-1.0,209,-8.0,0
-7.0,429,-9.0,0
-2.0,156,26.0,1
12.0,125,21.0,1
11.0,73,15.0,1
1.0,212,-8.0,0
-6.0,395,23.0,1
0.0,1608,-24.0,0
-15.0,857,-24.0,0
-11.0,667,3.0,0
96.0,132,104.0,1
9.0,524,12.0,1
-1.0,997,-14.0,0
-2.0,862,-2.0,0
0.0,888,-11.0,0
18.0,862,24.0,1
-3.0,599,9.0,0
6.0,1250,25.0,1
-7.0,544,6.0,0
-5.0,404,-14.0,0
6.0,1085,5.0,0
-3.0,1010,-33.0,0
-3.0,762,-26.0,0
36.0,846,14.0,1
0.0,109,-6.0,0
-5.0,368,-1.0,0
9.0,372,-1.0,0
12.0,1235,14.0,1
-1.0,1605,13.0,1
0.0,2136,-6.0,0
0.0,646,-8.0,0
1.0,683,2.0,0
-5.0,951,-15.0,0
-4.0,1943,-34.0,0
-2.0,447,9.0,0
-4.0,414,-30.0,0
2.0,236,-6.0,0
-6.0,2565,-31.0,0
-1.0,337,-6.0,0
-8.0,2442,-22.0,0
-1.0,1504,-16.0,0
-4.0,1069,-7.0,0
-2.0,1184,-32.0,0
0.0,1749,-19.0,0
-11.0,519,-16.0,0
-2.0,1521,-13.0,0
-8.0,255,-12.0,0
-4.0,480,-25.0,0
-1.0,969,-12.0,0
-1.0,328,20.0,1
-4.0,327,-20.0,0
-3.0,1072,-15.0,0
-6.0,515,-11.0,0
-5.0,1050,-10.0,0
2.0,277,4.0,0
-7.0,937,-14.0,0
-1.0,1744,-28.0,0
0.0,1024,15.0,1
9.0,2704,-10.0,0
14.0,1005,3.0,0
0.0,733,-21.0,0
-2.0,315,-9.0,0
-9.0,964,-21.0,0
-8.0,759,-16.0,0
25.0,868,35.0,1
-5.0,2586,48.0,1
1.0,740,2.0,0
63.0,1121,78.0,1
-1.0,2342,-13.0,0
-8.0,550,-6.0,0
-5.0,1623,-20.0,0
7.0,1205,-9.0,0
41.0,585,21.0,1
78.0,769,78.0,1
-1.0,2288,2.0,0
86.0,432,94.0,1
-3.0,1158,-12.0,0
-4.0,1047,21.0,1
-1.0,2218,-11.0,0
-4.0,1562,21.0,1
-3.0,1235,-10.0,0
128.0,1235,129.0,1
-4.0,2329,-23.0,0
9.0,2402,-21.0,0
-3.0,1721,-27.0,0
-12.0,571,-2.0,0
2.0,1448,-22.0,0
7.0,697,1.0,0
-8.0,1050,-5.0,0
-12.0,978,-32.0,0
-8.0,763,-14.0,0
-9.0,1107,-17.0,0
-5.0,1660,7.0,0
-6.0,1024,-30.0,0
-3.0,224,2.0,0
1.0,1097,-20.0,0
-3.0,2611,-4.0,0
0.0,2704,-6.0,0
-5.0,187,-2.0,0
-8.0,828,-19.0,0
-10.0,319,-7.0,0
-6.0,1554,-40.0,0
-1.0,944,-7.0,0
-3.0,1091,-10.0,0
-7.0,1005,-25.0,0
58.0,852,55.0,1
-6.0,1124,2.0,0
-7.0,1599,-4.0,0
-1.0,651,-11.0,0
-5.0,1076,-15.0,0
-6.0,547,-22.0,0
0.0,1547,-14.0,0
-2.0,1306,-13.0,0
-5.0,1269,-9.0,0
13.0,1521,0.0,0
38.0,591,19.0,1
-1.0,581,-13.0,0
0.0,1076,-21.0,0
-2.0,1035,-9.0,0
-2.0,1035,-27.0,0
35.0,1029,27.0,1
0.0,1620,-3.0,0
-6.0,1086,-8.0,0
-4.0,1074,-27.0,0
0.0,1199,-17.0,0
-3.0,1640,-12.0,0
-2.0,1127,10.0,1
20.0,1276,3.0,0
-5.0,1068,-24.0,0
-2.0,1011,0.0,0
-1.0,722,-12.0,0
-4.0,616,-8.0,0
15.0,195,7.0,0
-9.0,1014,-4.0,0
-5.0,303,33.0,1
-2.0,967,-26.0,0
10.0,2556,-12.0,0
-10.0,2917,4.0,0
-6.0,163,-4.0,0
-7.0,100,-4.0,0
-2.0,323,-12.0,0
-3.0,888,14.0,1
-5.0,130,25.0,1
1.0,851,15.0,1
15.0,977,18.0,1
-8.0,1303,-7.0,0
-10.0,67,-13.0,0
180.0,421,179.0,1
-2.0,1499,65.0,1
-2.0,1068,-35.0,0
30.0,630,38.0,1
-4.0,109,-12.0,0
0.0,612,-16.0,0
-4.0,964,-20.0,0
89.0,160,78.0,1
-2.0,262,-8.0,0
59.0,853,41.0,1
-3.0,1208,-9.0,0
-5.0,628,-5.0,0
26.0,2419,1.0,0
3.0,1005,-1.0,0
3.0,967,18.0,1
-2.0,541,-10.0,0
-5.0,752,18.0,1
-8.0,926,-23.0,0
1.0,862,-5.0,0
-12.0,369,-14.0,0
-5.0,1145,-6.0,0
17.0,794,14.0,1
19.0,1211,24.0,1
-2.0,644,16.0,1
-4.0,602,10.0,1
0.0,529,25.0,1
1.0,696,-3.0,0
-8.0,369,-19.0,0
-3.0,369,-9.0,0
-4.0,546,-15.0,0
-9.0,1015,-16.0,0
-9.0,460,-10.0,0
1.0,1062,-3.0,0
0.0,1444,-18.0,0
-6.0,523,-6.0,0
-2.0,781,-26.0,0
0.0,1452,31.0,1
1.0,1607,-14.0,0
27.0,2398,17.0,1
7.0,1514,-5.0,0
-2.0,305,-1.0,0
9.0,811,17.0,1
-2.0,1009,4.0,0
-4.0,1037,11.0,1
23.0,2556,20.0,1
-4.0,1726,-23.0,0
-11.0,237,-9.0,0
0.0,1055,-6.0,0
1.0,2554,9.0,0
0.0,1590,-16.0,0
6.0,813,-5.0,0
9.0,950,-6.0,0
-2.0,628,-15.0,0
36.0,862,29.0,1
31.0,282,72.0,1
-10.0,451,-18.0,0
-5.0,695,-19.0,0
10.0,770,0.0,0
38.0,987,27.0,1
-5.0,784,-10.0,0
-6.0,536,16.0,1
-9.0,455,-20.0,0
31.0,639,22.0,1
-7.0,451,-9.0,0
-5.0,1013,0.0,0
-11.0,451,-17.0,0
-8.0,965,-20.0,0
7.0,1123,8.0,0
-1.0,1041,-3.0,0
1.0,372,-5.0,0
-6.0,737,6.0,0
4.0,1190,14.0,1
2.0,1379,7.0,0
85.0,141,84.0,1
1.0,216,9.0,0
-5.0,224,-5.0,0
-2.0,2358,-14.0,0
-5.0,509,-36.0,0
-8.0,196,-2.0,0
-6.0,209,42.0,1
15.0,2253,1.0,0
11.0,2306,-4.0,0
10.0,1346,11.0,1
-10.0,2239,-20.0,0
-3.0,603,1.0,0
-4.0,813,0.0,0
-2.0,1723,-27.0,0
0.0,2454,-23.0,0
-8.0,666,-26.0,0
-3.0,1050,-12.0,0
12.0,738,28.0,1
3.0,651,-17.0,0
-7.0,973,-16.0,0
20.0,562,19.0,1
-3.0,220,-15.0,0
-5.0,270,-13.0,0
-3.0,1313,-3.0,0
7.0,909,29.0,1
-1.0,1571,-25.0,0
-1.0,728,-1.0,0
-9.0,631,-9.0,0
-7.0,2248,-30.0,0
-13.0,1616,2.0,0
6.0,987,5.0,0
-4.0,369,4.0,0
-5.0,395,-6.0,0
0.0,1046,-6.0,0
3.0,1084,-18.0,0
-2.0,1089,1.0,0
-1.0,1174,4.0,0
10.0,761,-1.0,0
-1.0,689,-10.0,0
-1.0,1199,-3.0,0
-3.0,760,-12.0,0
-10.0,531,-6.0,0
-9.0,481,-27.0,0
-6.0,106,-9.0,0
-7.0,554,-31.0,0
-5.0,646,-14.0,0
-7.0,576,-33.0,0
-6.0,853,-14.0,0
48.0,121,52.0,1
-10.0,764,-7.0,0
-11.0,859,-17.0,0
5.0,1749,5.0,0
-9.0,529,-21.0,0
8.0,2106,25.0,1
-1.0,896,17.0,1
-4.0,2327,-17.0,0
-5.0,2475,-24.0,0
0.0,602,-9.0,0
-2.0,2065,-2.0,0
-4.0,515,3.0,0
13.0,649,-2.0,0
-9.0,177,-21.0,0
-3.0,678,-28.0,0
34.0,1546,36.0,1
-9.0,1096,-8.0,0
-10.0,354,-25.0,0
21.0,1744,16.0,1
-1.0,837,-8.0,0
-8.0,102,-7.0,0
-8.0,1056,-21.0,0
-7.0,534,-16.0,0
11.0,946,11.0,1
-2.0,163,1.0,0
-8.0,902,-4.0,0
-5.0,1491,5.0,0
-8.0,1023,-14.0,0
-2.0,546,5.0,0
29.0,2075,28.0,1
-8.0,1337,-11.0,0
-2.0,541,-5.0,0
7.0,500,8.0,0
-2.0,1771,-2.0,0
-7.0,1072,-7.0,0
77.0,488,62.0,1
0.0,368,-20.0,0
10.0,1259,16.0,1
-5.0,842,-15.0,0
-3.0,814,-8.0,0
-5.0,583,-27.0,0
2.0,1440,0.0,0
4.0,1726,-17.0,0
-9.0,2454,-42.0,0
-3.0,600,0.0,0
9.0,989,23.0,1
-1.0,1437,-13.0,0
-7.0,731,12.0,1
-1.0,2311,-21.0,0
26.0,1389,25.0,1
-3.0,447,-5.0,0
1.0,813,26.0,1
-4.0,190,20.0,1
-9.0,594,-29.0,0
-3.0,2329,-17.0,0
0.0,2335,-21.0,0
-5.0,2475,2.0,0
-1.0,2475,-19.0,0
2.0,1754,27.0,1
-14.0,280,-26.0,0
-7.0,2475,13.0,1
-2.0,1089,-5.0,0
-6.0,356,-34.0,0
-3.0,545,-14.0,0
-6.0,2486,7.0,0
-6.0,1464,-8.0,0
1.0,731,19.0,1
-13.0,1028,-17.0,0
0.0,2139,-29.0,0
-2.0,2677,-19.0,0
-8.0,1069,-29.0,0
0.0,332,-15.0,0
-8.0,1084,-4.0,0
-5.0,343,-19.0,0
14.0,416,39.0,1
3.0,846,2.0,0
15.0,603,28.0,1
4.0,296,-16.0,0
-7.0,303,-29.0,0
-5.0,427,-9.0,0
-9.0,479,-5.0,0
-1.0,837,-14.0,0
-9.0,567,-10.0,0
-4.0,989,4.0,0
100.0,606,88.0,1
-11.0,221,-11.0,0
4.0,758,-9.0,0
10.0,2556,2.0,0
3.0,628,-7.0,0
-9.0,288,-22.0,0
-5.0,73,-4.0,0
-8.0,100,-7.0,0
34.0,1846,-8.0,0
43.0,1069,40.0,1
-2.0,957,-17.0,0
-4.0,191,3.0,0
-3.0,590,-9.0,0
-9.0,853,-8.0,0
-4.0,2288,-26.0,0
-4.0,2583,3.0,0
11.0,189,4.0,0
-1.0,1491,2.0,0
-4.0,745,-6.0,0
-5.0,223,-15.0,0
-2.0,628,1.0,0
6.0,581,0.0,0
-4.0,338,-8.0,0
3.0,2227,-18.0,0
3.0,1452,16.0,1
-2.0,1506,21.0,1
-4.0,337,0.0,0
18.0,1009,1.0,0
4.0,2072,-31.0,0
2.0,868,-1.0,0
36.0,621,35.0,1
11.0,550,10.0,1
-2.0,1846,-4.0,0
113.0,1050,96.0,1
-3.0,1747,-16.0,0
-5.0,528,-14.0,0
-2.0,944,-17.0,0
-7.0,692,-21.0,0
-2.0,1547,-11.0,0
-6.0,980,-26.0,0
-1.0,432,-25.0,0
9.0,239,1.0,0
-7.0,483,-3.0,0
-2.0,921,-16.0,0
-5.0,2349,-8.0,0
-6.0,299,21.0,1
-4.0,1242,20.0,1
-12.0,329,-11.0,0
-6.0,507,8.0,0
-7.0,438,9.0,0
0.0,1062,-6.0,0
15.0,606,10.0,1
6.0,160,12.0,1
-3.0,545,-3.0,0
-1.0,1947,5.0,0
-1.0,182,3.0,0
7.0,1452,-13.0,0
68.0,862,60.0,1
-1.0,2565,-17.0,0
-5.0,657,8.0,0
79.0,776,81.0,1
-7.0,449,-15.0,0
-6.0,1874,-8.0,0
1.0,2521,-4.0,0
-5.0,892,2.0,0
0.0,1107,-4.0,0
60.0,888,76.0,1
-1.0,140,-12.0,0
1.0,591,1.0,0
-1.0,1670,35.0,1
-1.0,787,-4.0,0
0.0,919,-21.0,0
-8.0,829,-12.0,0
-9.0,2089,-31.0,0
-9.0,2556,-15.0,0
-8.0,631,-25.0,0
0.0,936,-4.0,0
-3.0,447,8.0,0
-2.0,2677,-30.0,0
-1.0,1069,17.0,1
17.0,1599,-5.0,0
2.0,606,-18.0,0
-4.0,223,-11.0,0
42.0,1080,30.0,1
0.0,226,-14.0,0
-5.0,1450,-11.0,0
2.0,224,-31.0,0
-7.0,197,-13.0,0
-2.0,411,-2.0,0
-8.0,674,2.0,0
-1.0,746,-8.0,0
-5.0,270,-11.0,0
-6.0,927,-13.0,0
-2.0,391,-13.0,0
9.0,850,18.0,1
21.0,1726,-2.0,0
-2.0,200,-21.0,0
-7.0,1428,-9.0,0
-2.0,650,0.0,0
-5.0,507,-2.0,0
-5.0,2475,-4.0,0
36.0,1440,37.0,1
-6.0,1635,-12.0,0
0.0,2565,-27.0,0
-4.0,2611,-28.0,0
3.0,472,-12.0,0
-2.0,361,4.0,0
0.0,883,-6.0,0
14.0,239,5.0,0
6.0,917,-2.0,0
-6.0,793,-11.0,0
1.0,1703,-12.0,0
-2.0,1189,-15.0,0
3.0,1521,-11.0,0
-5.0,1164,-8.0,0
-10.0,546,-18.0,0
-1.0,1482,5.0,0
9.0,2288,-1.0,0
-1.0,1606,-13.0,0
11.0,2442,-9.0,0
-3.0,936,10.0,1
-2.0,192,-12.0,0
-4.0,1438,-2.0,0
-3.0,1389,-13.0,0
53.0,258,33.0,1
-6.0,190,-14.0,0
-2.0,1096,-11.0,0
11.0,1089,-12.0,0
5.0,1235,-3.0,0
15.0,1721,-2.0,0
-4.0,2520,-25.0,0
4.0,2704,11.0,1
-6.0,937,-16.0,0
-1.0,1249,-8.0,0
8.0,2381,4.0,0
-2.0,740,-5.0,0
86.0,2586,83.0,1
-5.0,760,-33.0,0
-5.0,2556,0.0,0
-4.0,907,8.0,0
165.0,237,150.0,1
31.0,983,8.0,0
-6.0,406,-18.0,0
-6.0,1598,-34.0,0
-7.0,748,16.0,1
-5.0,1121,-27.0,0
0.0,1020,-11.0,0
43.0,1671,15.0,1
-7.0,983,-10.0,0
30.0,957,27.0,1
10.0,1590,-2.0,0
-5.0,404,-31.0,0
-2.0,721,-17.0,0
-1.0,1056,-6.0,0
-1.0,383,8.0,0
-5.0,970,6.0,0
-5.0,302,-22.0,0
-5.0,895,-2.0,0
19.0,1026,-16.0,0
-2.0,265,-16.0,0
-1.0,137,-19.0,0
-4.0,157,-5.0,0
-5.0,674,-14.0,0
46.0,733,43.0,1
-5.0,414,0.0,0
-8.0,449,-16.0,0
-3.0,601,3.0,0
-8.0,157,-10.0,0
-4.0,926,-14.0,0
-7.0,516,-6.0,0
-6.0,329,-24.0,0
-9.0,198,-14.0,0
-7.0,451,14.0,1
-2.0,399,-8.0,0
-4.0,577,-11.0,0
5.0,456,20.0,1
41.0,102,40.0,1
-2.0,1042,6.0,0
-9.0,89,16.0,1
-12.0,826,-16.0,0
-2.0,731,-18.0,0
-5.0,529,0.0,0
-1.0,784,-6.0,0
0.0,679,-12.0,0
0.0,2917,14.0,1
-5.0,2402,-23.0,0
-7.0,430,-22.0,0
28.0,1739,-4.0,0
-6.0,1209,-6.0,0
-4.0,663,-14.0,0
-1.0,651,3.0,0
2.0,639,2.0,0
-5.0,306,-22.0,0
-4.0,401,-10.0,0
-7.0,486,-14.0,0
0.0,570,-13.0,0
-2.0,333,-4.0,0
-7.0,472,-19.0,0
126.0,1020,116.0,1
-3.0,507,-5.0,0
10.0,1107,-7.0,0
-5.0,1171,-16.0,0
-12.0,1217,-11.0,0
3.0,583,-14.0,0
-7.0,761,-10.0,0
-2.0,2378,-3.0,0
7.0,626,-7.0,0
-6.0,2701,-21.0,0
1.0,1005,-6.0,0
-6.0,612,-21.0,0
49.0,1623,3.0,0
-5.0,440,-13.0,0
-6.0,405,-39.0,0
-3.0,502,-3.0,0
-7.0,931,-18.0,0
-4.0,1481,-16.0,0
-9.0,980,-23.0,0
0.0,1927,-26.0,0
-3.0,1022,-37.0,0
-6.0,533,-12.0,0
-5.0,135,30.0,1
-6.0,240,-21.0,0
-4.0,1120,-22.0,0
9.0,86,-1.0,0
-2.0,715,5.0,0
-3.0,193,0.0,0
5.0,129,0.0,0
-8.0,793,-9.0,0
-10.0,304,3.0,0
-4.0,1065,-9.0,0
-7.0,1237,0.0,0
7.0,957,-19.0,0
-10.0,463,-4.0,0
-3.0,1075,8.0,0
16.0,177,5.0,0
96.0,190,88.0,1
-3.0,262,2.0,0
-5.0,192,-9.0,0
-8.0,228,-11.0,0
-9.0,872,8.0,0
-5.0,192,-6.0,0
-6.0,1062,8.0,0
-9.0,1836,-5.0,0
2.0,2446,-26.0,0
-8.0,1171,11.0,1
2.0,848,0.0,0
19.0,1024,-9.0,0
4.0,599,4.0,0
-5.0,416,-12.0,0
3.0,1120,-21.0,0
-6.0,2329,-33.0,0
-5.0,366,-7.0,0
127.0,2419,112.0,1
3.0,1290,14.0,1
1.0,2218,-2.0,0
-5.0,628,-10.0,0
-1.0,1590,-22.0,0
-4.0,2039,-7.0,0
-2.0,601,-20.0,0
-3.0,1066,-19.0,0
1.0,1024,2.0,0
-3.0,948,7.0,0
3.0,397,8.0,0
